locus_tag,gene_name,function,logFC_AgNO3,PValue,q.value,logFC_BZK,PValue,q.value,logFC_CTAB,PValue,q.value,logFC_CHL,PValue,q.value,logFC_TRC,PValue,q.value,logFC_CRL,PValue,q.value,logFC_PVPi,PValue,q.value,logFC_HClO,PValue,q.value,logFC_GLU,PValue,q.value,logFC_EtOH,PValue,q.value
BAL062_00059,BAL062_00059,"transporter; sodium/bile acid transporter family protein,bile acid transporter,Sodium Bile acid symporter family",-0.128166655,0.424918195,0.831739763,0.025716268,0.720193239,0.956571303,0.092044382,0.269706673,0.627763667,-0.251680695,0.727948752,1,0.047952441,0.446245214,0.719934139,-0.05435627,0.493713384,0.913681767,0.079642668,0.411538626,1,-0.023371646,0.813611047,1,0.021140954,0.758728573,0.991969418,-0.03317179,0.677802228,1
BAL062_00060,norM_1,"multidrug resistance transporter,Na(+)/drug antiporter,multidrug efflux protein,MATE efflux family protein,MatE",-0.008870866,0.951724002,1,-0.011020947,0.884459746,0.994733402,0.034852588,0.696789575,0.922686829,0.129562539,0.803295402,1,-0.000142638,0.999240049,1,-0.083645563,0.347617183,0.846086952,0.031175009,0.773137139,1,0.015492309,0.894918631,1,0.011087884,0.871995324,1,-0.036820279,0.707793443,1
BAL062_00061,ybbK,"purine-nucleoside phosphorylase,Uncharacterized conserved protein,Protein of unknown function (DUF523)",-0.097265019,0.421628621,0.830352637,-0.048542106,0.473884341,0.897040201,-0.099793531,0.137772527,0.432038005,0.078062915,0.919665198,1,-0.030033051,0.586306704,0.810295829,-0.151728491,0.011071914,0.135153703,-0.037432639,0.682714119,1,-0.126240532,0.142816609,0.899704314,-0.070117464,0.348944461,0.853108578,-0.091042907,0.236357779,0.907536867
BAL062_00062,hpd,"4-hydroxyphenylpyruvate dioxygenase,4-hydroxyphenylpyruvate dioxygenase,4-hydroxyphenylpyruvate dioxygenase and related hemolysins,4-hydroxyphenylpyruvate dioxygenase,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily",-0.261763374,0.074536637,0.351245217,-0.021081106,0.777306401,0.973763826,-0.091352104,0.296067941,0.6583618,-0.887991139,0.136254395,0.738059788,-0.093317754,0.118786575,0.33567644,-0.022957742,0.789264707,0.996320763,-0.07495343,0.475424186,1,-0.100250263,0.37056823,1,-0.078841439,0.261427226,0.784657151,-0.082000472,0.386267941,0.987690888
BAL062_00063,iclR_1,"hmgR,Acetate operon repressor,DNA-binding transcriptional regulator KdgR,beta-ketoadipate pathway transcriptional regulators, PcaR/PcaU/PobR family,IclR helix-turn-helix domain",-0.17876795,0.169571666,0.567172667,-0.002869879,0.983539902,1,-0.013530318,0.853531337,0.988565063,-1.107252176,0.323868476,0.975487147,-0.008659291,0.895186881,0.981155882,-0.059510384,0.417444033,0.885293823,0.000480023,0.99776674,1,-0.090739857,0.328155883,1,-0.013596552,0.855764835,1,-0.072324206,0.280521309,0.932957876
BAL062_00064,BAL062_00064,"homogentisate 1,2-dioxygenase,fosfomycin resistance protein FosB,catechol 2,3 dioxygenase,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily",-0.162447718,0.223769395,0.647522394,0.090334887,0.283233436,0.772816046,0.2264187,0.009491309,0.067027621,0.595295311,0.50517692,1,0.116095141,0.037448846,0.154602119,-0.121571152,0.077464282,0.47774139,-0.012563035,0.901933641,1,-0.124986515,0.235669674,1,0.000520387,1,1,-0.063066505,0.45045988,0.987690888
BAL062_00065,hmgC,"maleylacetoacetate isomerase (MAAI),Stringent starvation protein A homolog,glutathione S-transferase,maleylacetoacetate isomerase,Glutathione S-transferase, N-terminal domain",0.294169117,0.123871659,0.484399779,-0.005232508,0.952557414,1,0.108562382,0.126444213,0.410568989,-0.60203934,0.706639454,1,0.056543734,0.427329341,0.701866403,-0.143734214,0.046541624,0.353556542,-0.037251427,0.699487758,1,-0.089847332,0.363502927,1,-0.028634896,0.732843486,0.983176541,-0.021293447,0.784946094,1
BAL062_00066,hmgB,"fumarylacetoacetase,2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway),fumarylacetoacetase,Fumarylacetoacetate (FAA) hydrolase family",0.158868151,0.276442512,0.709022531,0.100626155,0.185013122,0.667672483,0.154621965,0.086435525,0.332013277,-0.509157508,0.358826495,0.988121101,0.223719259,0.000448088,0.004227563,0.0075309,0.934796528,1,-0.00207109,0.98549438,1,0.006673819,0.954716946,1,0.127478742,0.066697852,0.418981961,0.094214371,0.348743877,0.975382157
BAL062_00067,aroP_1,"Aromatic amino acid transporter,General aromatic amino acid permease,aromatic amino acid transporter,Amino acid transporters,GABA permease,Amino acid permease",-0.0521601,0.690367581,0.939484199,-0.013789359,0.860727191,0.993461585,0.009122922,0.918120443,1,-0.676606762,0.59785735,1,-0.185560182,0.002111529,0.015894871,-0.197743925,0.017042808,0.18337854,0.030979343,0.776167574,1,-0.01128734,0.918244082,1,-0.091142617,0.2788169,0.794159223,-0.002280324,0.98276758,1
BAL062_00068,BAL062_00068,"peptidase M15 family,Peptidase M15",-0.063577839,0.620738747,0.921653855,-0.004682909,0.948986121,1,-0.049273612,0.563166501,0.8508947,-0.187197024,0.752749304,1,-0.052610698,0.379469826,0.65463511,-0.079933113,0.343243753,0.844981145,0.009846845,0.924341914,1,-0.031253419,0.787837195,1,-0.07498574,0.300788459,0.817080845,-0.050707569,0.576652507,0.990582323
BAL062_00069,yjiA_1,"Putative regulatory protein,Uncharacterized GTP-binding protein YjiA,putative GTP-binding protein YjiA,Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase,cobalamin biosynthesis protein CobW,CobW/HypB/UreG, nucleotide-binding domain",-0.017387467,0.902885298,1,-0.066367492,0.368282934,0.82778978,-0.121189309,0.174209402,0.499702193,-0.015628962,0.978110346,1,-0.120500688,0.045754601,0.178085563,-0.109597724,0.203845638,0.732602598,-0.104234152,0.323094369,1,-0.155564843,0.16708627,0.96068734,-0.127337407,0.059969182,0.397959553,-0.083667065,0.387138127,0.987690888
BAL062_00070,oatA,"acyltransferase,O-acetyltransferase OatA,Acyltransferase family",-0.20300257,0.126974949,0.493159422,-0.02032966,0.769310632,0.970012299,0.037584844,0.603080301,0.870822187,-1.698091794,0.209704657,0.863332683,0.039790801,0.452574834,0.723547114,-0.042759207,0.557813629,0.936159317,-0.051959539,0.582809178,1,-0.010961282,0.90355131,1,-0.007941757,0.912851956,1,-0.066708453,0.424749444,0.987690888
BAL062_00071,yvoA_1,"Histidine utilization repressor,HTH-type transcriptional repressor yvoA,histidine utilization repressor,Transcriptional regulators,histidine utilization repressor,UTRA domain",0.330336657,0.022579207,0.145023258,0.13867302,0.070978353,0.410090795,0.153831164,0.081315001,0.321526617,-0.133296279,0.844222187,1,0.099748787,0.098217295,0.296495554,0.048621039,0.554909522,0.936159317,0.039442368,0.697278601,1,0.058499247,0.592255791,1,0.063274355,0.395017896,0.897557002,0.085313885,0.353671755,0.979099091
BAL062_00072,hutD,"histidine uptake and utilization operon protein,Various environmental stresses-induced protein,hypothetical protein,Uncharacterized protein conserved in bacteria,HutD",-0.036806051,0.775021028,0.970558888,-0.02598712,0.686665471,0.956571303,0.028633001,0.703667464,0.923735751,2.876476427,0.001043623,0.050469612,-0.008561415,0.890712102,0.980092155,-0.035901553,0.634158232,0.955796127,-0.0076229,0.93532037,1,-0.030429294,0.742629927,1,-0.0023033,0.976629278,1,-0.055487059,0.498758656,0.987690888
BAL062_00073,hutU,"urocanate hydratase,Urocanate hydratase,urocanate hydratase,urocanate hydratase,Urocanase",0.060400984,0.698245002,0.943259248,-0.010752806,0.889066099,0.99621647,-0.011044027,0.908668594,1,0.278573306,0.589531156,1,-0.001097068,0.986799216,1,-0.08959188,0.346140654,0.846086952,0.008141524,0.942070849,1,-0.02116619,0.86471371,1,0.030753701,0.664987734,0.966337677,-0.001857502,0.986439832,1
BAL062_00074,hutH_1,"histidine ammonia-lyase,Histidine ammonia-lyase,histidine ammonia-lyase,histidine ammonia-lyase,Phenylalanine and histidine ammonia-lyase",0.051421613,0.722398516,0.951887027,0.018205202,0.813480115,0.981467566,0.048411135,0.593857423,0.86577645,0.056371691,0.913167493,1,0.048628807,0.436856509,0.711559002,-0.017246712,0.849359368,1,0.06248401,0.569723384,1,-0.021742897,0.855305852,1,0.057507109,0.405414279,0.903625072,0.022033287,0.825513898,1
BAL062_00075,proY,"gamma-aminobutyrate permease,Proline-specific permease ProY,putative proline-specific permease,Amino acid transporters,GABA permease,Amino acid permease",-0.072016219,0.620859788,0.921653855,-0.02711419,0.72130801,0.956571303,-0.036173459,0.696914691,0.922686829,-0.000799004,0.99893086,1,-0.020103947,0.748332811,0.911708501,-0.096337103,0.292764201,0.807782751,-0.037927716,0.736446705,1,-0.091643105,0.447763145,1,-0.058521402,0.404928173,0.903106388,-0.066745023,0.510985633,0.990582323
BAL062_00076,hutI,"imidazolonepropionase,Imidazolonepropionase,imida zolonepropionase,Cytosine deaminase and related metal-dependent hydrolases,imidazolonepropionase,Amidohydrolase family",0.340180185,0.10712196,0.44495847,-0.063817615,0.398913254,0.847764728,-0.200251962,0.02996573,0.160690194,0.318813668,0.543969893,1,-0.070315691,0.291467514,0.56349203,-0.034294543,0.705400434,0.970237493,-0.036984553,0.735648275,1,-0.10980371,0.349234086,1,-0.173309278,0.013101995,0.148711812,-0.041725176,0.678862424,1
BAL062_00077,hutG,"arginase/agmatinase/formimionoglutamate hydrolase,Formimidoylglutamase,formimidoylglutamase,Arginas e/agmatinase/formimionoglutamate hydrolase, arginase family,formimidoylglutamase,Arginase family",1.665069998,2.26E-20,1.19E-18,0.093415696,0.227990658,0.719831094,0.127375274,0.157850664,0.47274868,-0.06928502,0.899147485,1,0.244875341,5.39E-05,0.000644806,-0.033299639,0.704574946,0.970237493,0.085173229,0.424327474,1,-0.027960486,0.806365325,1,0.027644549,0.687670096,0.970730014,-0.019565025,0.839755235,1
BAL062_00078,BAL062_00078,"signal peptide,Bacterial protein of unknown function (DUF885)",-0.112721845,0.434265878,0.83750921,0.00957996,0.902493146,0.999284938,0.012904714,0.883592823,0.991805319,-0.998886407,0.157947378,0.793455874,0.023707144,0.714744495,0.890467157,-0.092521782,0.276734726,0.791949014,0.018241791,0.861934955,1,-0.051003376,0.646980631,1,-0.032478325,0.635918408,0.965477197,-0.035846342,0.705638091,1
BAL062_00079,BAL062_00079,"VirP protein,5'-nucleotidase,phosphoglycolate phosphatase,Predicted phosphatase,phosphoglycolate phosphatase, bacterial,haloacid dehalogenase-like hydrolase",-0.132847495,0.42031005,0.829535512,-0.02734169,0.738981035,0.963563259,0.066179844,0.388317376,0.742216438,0.249437698,0.817132956,1,-0.094366783,0.215677338,0.481429919,-0.143321563,0.086598343,0.510080092,-0.009853034,0.923943514,1,0.012589741,0.910213439,1,0.019665551,0.821921232,1,-0.039426288,0.609444102,0.990582323
BAL062_00080,racE_1,"glutamate racemase,Glutamate racemase 1,glutamate racemase,Xanthosine triphosphate pyrophosphatase,glutamate racemase,Asp/Glu/Hydantoin racemase",-0.067477823,0.609301386,0.917099992,0.093347379,0.18645429,0.668774627,0.12722396,0.086077042,0.331528227,-1.571135728,0.300217032,0.956002787,0.074358283,0.21120465,0.477663475,-0.06828583,0.32339787,0.82780483,0.071337599,0.46230629,1,0.056004509,0.575155483,1,0.006200632,0.935954818,1,-0.039503714,0.582770089,0.990582323
BAL062_00081,glmS,"glmS,Glucosamine--fructose-6-phosphate aminotransferase [isomerizing],glucosamine--fructose-6-phosphate aminotransferase,Predicted phosphosugar isomerases,glutamine-fructose-6-phosphate transaminase (isomerizing),SIS domain",X,,,,,,X,,,2.631967929,1,1,-3.191501957,0.50170957,0.752252119,-0.80281504,1,1,2.381103077,1,1,3.190313555,0.502295148,1,X,,,X,,
BAL062_00082,glmU,"glmU,Bifunctional protein GlmU,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,Predicted DNA-binding protein with PD1-like DNA-binding motif,UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase,Bacterial transferase hexapeptide (six repeats)",X,,,,,,X,,,3.491484528,0.61764227,1,X,,,X,,,X,,,X,,,3.212370182,0.501611832,0.921000216,X,,
BAL062_00083,pgpA,"phosphatidylglycerophosphatase A,Phosphatidylglycerophosphatase A,phosphatidylglycerophosphatase A,Phosphatidylglycerophosphatase A",-0.503833914,0.000701929,0.007117841,0.412534364,1.33E-05,0.000295386,0.067964291,0.445954471,0.78511963,-3.033513119,0.075493671,0.553162719,1.160045265,1.94E-32,1.46E-30,-0.032179062,0.794976526,0.998723785,0.383214914,0.000837854,0.073015933,0.247056093,0.126241421,0.873164808,0.540966885,4.96E-09,3.68E-07,-0.00697624,0.960746423,1
BAL062_00084,thiL,"Thiamin-monophosphate kinase,Thiamine-monophosphate kinase,thiamine monophosphate kinase,Selenophosphate synthetase-related proteins,thiamine-monophosphate kinase,AIR synthase related protein, N-terminal domain",-3.982121708,0.137711322,0.504918371,,,,,,,,,,,,,3.194191352,0.502325998,0.913681767,,,,3.190545862,0.502199514,1,,,,,,
BAL062_00085,nusB,"transcription antitermination protein NusB,N utilization substance protein B homolog,transcription antitermination protein NusB,transcription antitermination factor NusB,NusB family",0.863980048,0.026063292,0.16210543,-0.534480704,0.154767725,0.611188633,-0.750147077,0.031509872,0.166948247,-1.41216793,0.474263171,1,-0.155548752,0.664309162,0.864090373,0.373597575,0.259637192,0.775848813,-0.057448445,0.891835061,1,0.103308163,0.837245271,1,0.08048576,0.885626473,1,0.409795901,0.179584146,0.840120798
BAL062_00087,ribBA,"3,4-dihydroxy-2-butanone 4-phosphate synthase,Riboflavin biosynthesis protein ribBA,bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II-like protein,3,4-dihydroxy-2-butanone-4-phosphate synthase,3,4-dihydroxy-2-butanone 4-phosphate synthase",-0.115755564,0.585675928,0.910139305,0.047996844,0.558645049,0.916476389,-0.042893128,0.664912482,0.903143186,-0.573789049,0.254496384,0.918466055,0.434944997,1.26E-11,3.31E-10,0.223470505,0.020183576,0.207703074,0.084675016,0.51485028,1,-0.104418156,0.410017278,1,0.028677658,0.717134055,0.980762001,-0.031576263,0.77581813,1
BAL062_00088,BAL062_00088,hypothetical protein,-2.657122529,0.004185981,0.035271874,-3.694583512,0.252865391,0.744565701,-0.435916394,1,1,1.25356368,0.596631044,1,-2.579208141,0.073469177,0.244758898,-4.832639428,0.017006683,0.18337854,0.126570504,1,1,-3.680249212,0.253193012,1,0.084214232,1,1,-3.707285862,0.252653139,0.911867241
BAL062_00089,serB,"phosphoserine phosphatase SerB,Phosphoserine phosphatase,phosphoserine phosphatase,ACT domain-containing protein,phosphoserine phosphatase SerB,haloacid dehalogenase-like hydrolase",-2.974724962,8.10E-27,7.16E-25,-0.388109144,7.25E-06,0.000171948,-0.334641652,9.53E-05,0.00141415,-0.037548933,0.981479416,1,0.052433632,0.734697884,0.900991721,-0.274660839,0.075337127,0.468705503,-0.137752448,0.388504253,1,-0.4223028,0.000481814,0.013956924,0.379065607,8.57E-06,0.000331837,-0.331124405,7.41E-05,0.002539489
BAL062_00090,BAL062_00090,hypothetical protein,0.243563846,0.048755085,0.261283504,-0.058122155,0.41274208,0.860931963,-0.056336705,0.407992322,0.755477239,0.136572745,0.846693379,1,-0.02395218,0.655348987,0.858114254,-0.069016441,0.282897639,0.799886297,-0.096293512,0.292458179,1,-0.079824596,0.3511996,1,-0.026255725,0.714823615,0.980124559,-0.047595511,0.573567993,0.990582323
BAL062_00091,BAL062_00091,hypothetical protein,-1.465100736,3.59E-24,2.49E-22,0.604236932,1.73E-16,1.13E-14,0.339097261,6.64E-05,0.001033346,-0.809446138,0.262453609,0.920675751,0.542624446,9.54E-19,4.02E-17,0.032350354,0.699776267,0.970237493,0.11613856,0.261334434,1,-0.015226309,0.898960617,1,0.326689331,2.81E-06,0.000125223,-0.018096919,0.83993219,1
BAL062_00092,dtd,"D-tyrosyl-tRNA(Tyr) deacylase,D-tyrosyl-tRNA(Tyr) deacylase,D-tyrosyl-tRNA(Tyr) deacylase,D-tyrosyl-tRNA(Tyr) deacylase,D-Tyr-tRNA(Tyr) deacylase",-0.044343965,0.762522407,0.967613176,-0.113476284,0.144660722,0.595353903,-0.152234046,0.04008271,0.19387952,0.132084833,0.901818111,1,-0.093140168,0.284042818,0.555695256,-0.033728447,0.724095668,0.979508264,-0.11767294,0.258373215,1,-0.092156101,0.361907005,1,-0.064327203,0.442274888,0.915370326,-0.180413015,0.025486501,0.29807391
BAL062_00093,pncB,"nicotinate phosphoribosyltransferase,Nicotinate phosphoribosyltransferase 2,nicotinate phosphoribosyltransferase,nicotinate phosphoribosyltransferase,Nicotinate phosphoribosyltransferase (NAPRTase) family",0.004516959,0.975704604,1,0.024335774,0.739699959,0.963628302,0.067656937,0.444039457,0.784742608,0.620611567,0.244420618,0.910459814,0.360088411,7.99E-09,1.73E-07,0.022993099,0.788977741,0.996320763,0.048452936,0.638940664,1,0.008204816,0.941884465,1,0.130396105,0.056774314,0.383953803,0.00829731,0.930391607,1
BAL062_00094,rhdA,"thiosulfate sulfurtransferase,Thiosulfate sulfurtransferase,bifunctional thiosulfate sulfurtransferase/phosphatidylserine decarboxylase,Rhodanese-like domain",-0.278004267,0.058526458,0.300617032,-0.088012081,0.336980119,0.818899796,-0.262633639,0.006455552,0.049553377,0.097452614,0.870731437,1,0.253450879,6.21E-05,0.00073205,-0.10273568,0.235037448,0.768212985,-0.138541336,0.29906614,1,-0.169298528,0.179065018,0.978540888,-0.127619417,0.106698708,0.540930578,-0.161836582,0.128904767,0.729634032
BAL062_00095,psd,"phosphatidylserine decarboxylase,Phosphatidylserine decarboxylase proenzyme,phosphatidylserine decarboxylase,Na+/alanine symporter,phosphatidylserine decarboxylase,Phosphatidylserine decarboxylase",-2.564013334,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2.316756898,1,1
BAL062_00096,fmdA,"acetamidase/formamidase,Formamidase,Acetamidase/F ormamidase family",-0.21252785,0.13828516,0.504918371,0.041928649,0.565576317,0.919126554,0.129149755,0.138738806,0.433912066,-0.134130847,0.832685364,1,0.114058027,0.060589595,0.213724812,0.01662915,0.84679071,1,0.063049874,0.53957864,1,-0.047407239,0.663300977,1,0.05092538,0.454635001,0.921000216,-0.053270586,0.570770169,0.990582323
BAL062_00097,BAL062_00097,hypothetical protein,-0.148959361,0.39427709,0.807959828,0.093447118,0.337932069,0.818899796,0.143579912,0.137589389,0.432038005,-0.547858389,0.751450276,1,0.041179323,0.645434976,0.852070502,0.194144439,0.044745714,0.348282505,0.069681052,0.573991725,1,0.025967913,0.816220359,1,0.101692273,0.368436223,0.86971821,0.015313639,0.888847853,1
BAL062_00098,BAL062_00098,"accessory colonization factor AcfC,Accessory colonization factor AcfC, contains ABC-type periplasmic domain,molybdate ABC transporter, periplasmic molybdate-binding protein",-0.080751343,0.513870834,0.87939501,0.028039009,0.705138246,0.956571303,-0.025537968,0.764600166,0.949965935,0.482350982,0.389935243,0.99990627,-0.002797151,0.965207125,1,-0.054318993,0.512172077,0.917086602,-0.025691978,0.799027408,1,0.010683114,0.920050609,1,0.018656074,0.800203453,1,-0.018314413,0.839335454,1
BAL062_00099,BAL062_00099,"Secretory lipase family protein,Predicted dienelactone hydrolase,Secretory lipase",-0.039484497,0.749181135,0.961072988,0.056244972,0.434445279,0.878207441,0.052729777,0.536921844,0.831727448,0.30778723,0.593866219,1,0.028620876,0.64899371,0.853531884,-0.074411525,0.379742243,0.860547108,0.060071504,0.552176598,1,0.049724434,0.638118115,1,0.040025379,0.567627212,0.943584792,0.020672143,0.818867838,1
